PERMIT_NUMBER,NAICS_CODE,NAICS_DESC,SIC_CODE,SIC_DESC
NHG360007,,,4911,Electric Services
NHG360008,,,4911,Electric Services
NHG360009,,,4911,Electric Services
NHG360010,,,4911,Electric Services
NHG360011,,,4911,Electric Services
NHG360012,,,4911,Electric Services
NHG360013,,,4911,Electric Services
NHG360014,,,4911,Electric Services
NHG360015,,,4911,Electric Services
NHG360016,,,4911,Electric Services
NHG360017,,,4911,Electric Services
NHG360018,,,4911,Electric Services
NHG360019,,,4911,Electric Services
NHG360020,,,4911,Electric Services
NHG360021,,,4911,Electric Services
NHG360022,,,4911,Electric Services
NHG360023,,,4911,Electric Services
NHG360024,,,4911,Electric Services
NHG360025,,,4911,Electric Services
NHG360026,,,4911,Electric Services
NHG360027,,,4911,Electric Services
NHG360028,,,4911,Electric Services
NHG360029,,,4911,Electric Services
NHG360030,,,4911,Electric Services
NHG360031,,,4911,Electric Services
NHG360034,,,4911,Electric Services
NHG580018,,,4952,Sewerage Systems
NHG580021,,,4952,Sewerage Systems
NHG580099,,,4952,Sewerage Systems
NHG580242,,,4952,Sewerage Systems
NHG580391,,,4952,Sewerage Systems
NHG580536,,,4952,Sewerage Systems
NHG580561,,,4952,Sewerage Systems
NHG580714,,,4952,Sewerage Systems
NHG580927,,,4952,Sewerage Systems
NHG580935,,,4952,Sewerage Systems
NHG580978,,,4941,Water Supply
NHG581141,,,4952,Sewerage Systems
NHG581206,221320,Sewage Treatment Facilities,4952,Sewerage Systems
NHG581214,,,4952,Sewerage Systems
NHG581249,,,4952,Sewerage Systems
NHG58A001,221320,Sewage Treatment Facilities,4952,Sewerage Systems
NHG58A002,,,4952,Sewerage Systems
NHG58A003,221320,Sewage Treatment Facilities,4952,Sewerage Systems
NHG58A004,,,4952,Sewerage Systems
NHG58A005,221320,Sewage Treatment Facilities,4952,Sewerage Systems
NHG58A006,221320,Sewage Treatment Facilities,4952,Sewerage Systems
NHG58A007,221320,Sewage Treatment Facilities,4952,Sewerage Systems
NHG58A009,,,4952,Sewerage Systems
NHG58A010,221320,Sewage Treatment Facilities,4952,Sewerage Systems
NHG58A011,221320,Sewage Treatment Facilities,4952,Sewerage Systems
NHG58A012,221320,Sewage Treatment Facilities,4952,Sewerage Systems
NHG58A013,,,4952,Sewerage Systems
NHG640002,,,4941,Water Supply
NHG640003,,,4941,Water Supply
NHG640005,,,4941,Water Supply
NHG640007,,,4941,Water Supply
NHG640008,,,4911,Electric Services
NHG640009,,,4911,Electric Services
NHG640011,,,4911,Electric Services
NHG640012,,,4911,Electric Services
NHG910047,,,2259,Knitting Mills
NHG910055,,,4911,Electric Services
NHG910100,562910,Remediation Services,4959,Sanitary Services
NHG910102,562910,Remediation Services,4959,Sanitary Services
NHG910103,562910,Remediation Services,4959,Sanitary Services
NHG910104,562910,Remediation Services,4959,Sanitary Services
NHG910105,562910,Remediation Services,4959,Sanitary Services
NHG910108,562910,Remediation Services,4959,Sanitary Services
NHG910109,562910,Remediation Services,4959,Sanitary Services
NHG910110,562910,Remediation Services,4959,Sanitary Services
NHG910111,562910,Remediation Services,4959,Sanitary Services
NHG910112,562910,Remediation Services,4959,Sanitary Services
NHG910115,562910,Remediation Services,4959,Sanitary Services
NHG910116,562910,Remediation Services,4959,Sanitary Services
NHG910117,562910,Remediation Services,4959,Sanitary Services
NHG910119,562910,Remediation Services,4959,Sanitary Services
